Time	V	A	W
2015-07-15 17:29:15	4.164	0.0	0.0	0x1c	0x0	
2015-07-15 17:29:20	4.147	0.0347	0.143	0x1c	0x40	
2015-07-15 17:29:25	4.146	0.0347	0.143	0x1c	0x40	
2015-07-15 17:29:30	4.145	0.0347	0.143	0x1c	0x40	
2015-07-15 17:29:35	4.145	0.0347	0.143	0x1c	0x40	
2015-07-15 17:29:40	4.144	0.0348	0.144	0x1c	0x40	
2015-07-15 17:29:45	4.143	0.0348	0.144	0x1c	0x40	
2015-07-15 17:29:50	4.143	0.0347	0.143	0x1c	0x40	
2015-07-15 17:29:55	4.143	0.0347	0.143	0x1c	0x40	
2015-07-15 17:30:00	4.142	0.0347	0.143	0x1c	0x40	
2015-07-15 17:30:06	4.142	0.0347	0.143	0x1c	0x40	
2015-07-15 17:30:11	4.142	0.0348	0.144	0x1c	0x40	
2015-07-15 17:30:16	4.141	0.0347	0.143	0x1c	0x40	
2015-07-15 17:30:21	4.141	0.0348	0.144	0x1c	0x40	
2015-07-15 17:30:26	4.141	0.0348	0.144	0x1c	0x40	
2015-07-15 17:30:31	4.141	0.0348	0.144	0x1c	0x40	
2015-07-15 17:30:36	4.141	0.0347	0.143	0x1c	0x40	
2015-07-15 17:30:41	4.141	0.0348	0.144	0x1c	0x40	
2015-07-15 17:30:46	4.14	0.0347	0.143	0x1c	0x40	
2015-07-15 17:30:51	4.14	0.0348	0.144	0x1c	0x40	
2015-07-15 17:30:56	4.14	0.0348	0.144	0x1c	0x40	
2015-07-15 17:31:01	4.14	0.0347	0.143	0x1c	0x40	
2015-07-15 17:31:06	4.14	0.0348	0.144	0x1c	0x40	
2015-07-15 17:31:11	4.139	0.0347	0.143	0x1c	0x40	
2015-07-15 17:31:16	4.139	0.0347	0.143	0x1c	0x40	
2015-07-15 17:31:22	4.139	0.0347	0.143	0x1c	0x40	
2015-07-15 17:31:27	4.139	0.0348	0.144	0x1c	0x40	
2015-07-15 17:31:32	4.139	0.0348	0.144	0x1c	0x40	
2015-07-15 17:31:37	4.139	0.0347	0.143	0x1c	0x40	
2015-07-15 17:31:42	4.138	0.0347	0.143	0x1c	0x40	
2015-07-15 17:31:47	4.138	0.0348	0.144	0x1c	0x40	
2015-07-15 17:31:52	4.138	0.0348	0.144	0x1c	0x40	
2015-07-15 17:31:57	4.138	0.0348	0.144	0x1c	0x40	
2015-07-15 17:32:02	4.138	0.0347	0.143	0x1c	0x40	
2015-07-15 17:32:07	4.138	0.0347	0.143	0x1c	0x40	
2015-07-15 17:32:12	4.137	0.0347	0.143	0x1c	0x40	
2015-07-15 17:32:17	4.137	0.0348	0.143	0x1c	0x40	
2015-07-15 17:32:22	4.137	0.0347	0.143	0x1c	0x40	
2015-07-15 17:32:27	4.137	0.0347	0.143	0x1c	0x40	
2015-07-15 17:32:32	4.137	0.0348	0.143	0x1c	0x40	
2015-07-15 17:32:38	4.137	0.0348	0.143	0x1c	0x40	
2015-07-15 17:32:43	4.137	0.0348	0.143	0x1c	0x40	
2015-07-15 17:32:48	4.137	0.0347	0.143	0x1c	0x40	
2015-07-15 17:32:53	4.136	0.0348	0.143	0x1c	0x40	
2015-07-15 17:32:58	4.136	0.0348	0.143	0x1c	0x40	
2015-07-15 17:33:03	4.136	0.0348	0.143	0x1c	0x40	
2015-07-15 17:33:08	4.136	0.0347	0.143	0x1c	0x40	
2015-07-15 17:33:13	4.136	0.0347	0.143	0x1c	0x40	
2015-07-15 17:33:18	4.136	0.0348	0.143	0x1c	0x40	
2015-07-15 17:33:23	4.136	0.0347	0.143	0x1c	0x40	
2015-07-15 17:33:28	4.136	0.0347	0.143	0x1c	0x40	
2015-07-15 17:33:33	4.135	0.0348	0.143	0x1c	0x40	
2015-07-15 17:33:38	4.135	0.0347	0.143	0x1c	0x40	
2015-07-15 17:33:43	4.135	0.0348	0.143	0x1c	0x40	
2015-07-15 17:33:48	4.135	0.0348	0.143	0x1c	0x40	
2015-07-15 17:33:54	4.135	0.0348	0.143	0x1c	0x40	
2015-07-15 17:33:59	4.135	0.0347	0.143	0x1c	0x40	
2015-07-15 17:34:04	4.134	0.0348	0.143	0x1c	0x40	
2015-07-15 17:34:09	4.134	0.0348	0.143	0x1c	0x40	
2015-07-15 17:34:14	4.134	0.0348	0.143	0x1c	0x40	
2015-07-15 17:34:19	4.133	0.0347	0.143	0x1c	0x40	
2015-07-15 17:34:24	4.134	0.0347	0.143	0x1c	0x40	
2015-07-15 17:34:29	4.134	0.0348	0.143	0x1c	0x40	
2015-07-15 17:34:34	4.134	0.0347	0.143	0x1c	0x40	
2015-07-15 17:34:39	4.133	0.0348	0.143	0x1c	0x40	
2015-07-15 17:34:44	4.133	0.0347	0.143	0x1c	0x40	
2015-07-15 17:34:49	4.133	0.0347	0.143	0x1c	0x40	
2015-07-15 17:34:54	4.133	0.0348	0.143	0x1c	0x40	
2015-07-15 17:34:59	4.133	0.0347	0.143	0x1c	0x40	
2015-07-15 17:35:04	4.133	0.0348	0.143	0x1c	0x40	
2015-07-15 17:35:09	4.133	0.0348	0.143	0x1c	0x40	
2015-07-15 17:35:15	4.133	0.0348	0.143	0x1c	0x40	
2015-07-15 17:35:20	4.133	0.0348	0.143	0x1c	0x40	
2015-07-15 17:35:25	4.133	0.0348	0.143	0x1c	0x40	
2015-07-15 17:35:30	4.132	0.0347	0.143	0x1c	0x40	
2015-07-15 17:35:35	4.132	0.0348	0.143	0x1c	0x40	
2015-07-15 17:35:40	4.132	0.0348	0.143	0x1c	0x40	
