Time	V	A	W
2015-07-16 11:13:00	3.747	0.0	0.0	0x1c	0x0	
2015-07-16 11:13:05	3.73	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:10	3.729	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:15	3.729	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:20	3.728	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:25	3.728	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:30	3.727	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:35	3.727	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:40	3.727	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:45	3.727	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:51	3.726	0.0347	0.129	0x1c	0x40	
2015-07-16 11:13:56	3.726	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:01	3.726	0.0348	0.129	0x1c	0x40	
2015-07-16 11:14:06	3.726	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:11	3.725	0.0348	0.129	0x1c	0x40	
2015-07-16 11:14:16	3.725	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:21	3.725	0.0348	0.129	0x1c	0x40	
2015-07-16 11:14:26	3.725	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:31	3.725	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:36	3.725	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:41	3.724	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:46	3.724	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:51	3.724	0.0347	0.129	0x1c	0x40	
2015-07-16 11:14:56	3.724	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:01	3.724	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:07	3.724	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:12	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:17	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:22	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:27	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:32	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:37	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:42	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:47	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:52	3.723	0.0347	0.129	0x1c	0x40	
2015-07-16 11:15:57	3.722	0.0347	0.129	0x1c	0x40	
2015-07-16 11:16:02	3.722	0.0347	0.129	0x1c	0x40	
2015-07-16 11:16:07	3.722	0.0347	0.129	0x1c	0x40	
2015-07-16 11:16:12	3.722	0.0347	0.129	0x1c	0x40	
2015-07-16 11:16:17	3.722	0.0348	0.129	0x1c	0x40	
2015-07-16 11:16:23	3.722	0.0347	0.129	0x1c	0x40	
2015-07-16 11:16:28	3.721	0.0348	0.129	0x1c	0x40	
2015-07-16 11:16:33	3.721	0.0348	0.129	0x1c	0x40	
2015-07-16 11:16:38	3.721	0.0347	0.129	0x1c	0x40	
